country,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Malawi,0.125475241,0.119636185,0.101888106,0.098420849,0.094624808,0.089967559,0.094967559,0.116951339,0.099951339,0.105935724,0.10391811,0.123927008,0.136927008,0.14891835,0.155903297,0.149902677,0.157886457,0.158768211,0.173603223,0.182412615,0.173263181,0.193230345,0.164176215,0.161394157,0.156022455,0.1509104,0.151044959,0.149686289,0.147574234,0.146615961,0.152350123,0.201698205,0.214169661,0.214319601,0.239940963,0.246914886,0.247533575,0.246795679,0.258561357,0.251654288,0.251313911,0.236037435,0.216192672,0.231073076,0.246636396,0.248774992,0.247290052,0.250489745,0.264423997,0.29669005,0.298723734,0.28011918,0.311102262,0.309321749,0.317213856,0.278770574,0.305548158,0.344692192,0.38265849,0.401269709,0.400203041
Malaysia,0.868789376,1.146683976,1.278635039,1.30364315,1.590602598,2.019489308,2.287180508,2.684059213,2.764083543,2.87397,2.493929449,3.980864852,4.54764882,4.885536743,4.777592055,5.19777197,5.307069309,6.522260064,6.173783456,6.348336994,7.452450266,7.650768008,8.427242893,8.36289511,10.38427384,9.496193557,9.9152306,10.94471608,11.15645303,11.69996566,13.66898432,15.08655907,18.21245797,19.91294105,23.66775022,24.62453166,31.09543231,30.81317795,32.97407762,31.17835699,29.55552402,34.52902129,36.8308227,37.2101924,42.92204094,46.85987773,49.60559716,48.83451583,49.89955076,55.26693769,53.75229312,59.09861299,59.34155617,58.90075276,63.9789345,65.80999598,63.66489696,67.33689607,67.92289854,67.99795255,68.25728375
Maldives,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.006,0.008,0.012,0.013,0.013,0.014,0.016,0.018,0.022,0.022,0.026,0.034,0.047,0.042,0.063,0.054,0.054,0.068,0.079,0.09,0.082,0.115,0.123,0.126,0.162,0.138,0.182,0.164,0.207,0.213,0.23,0.241,0.255,0.269,0.303,0.298,0.359,0.355,0.394,0.409,0.427153872,0.455084698
Mali,0.013,0.033,0.032,0.038,0.048,0.048,0.054,0.052,0.061,0.054,0.044,0.055,0.062,0.067,0.072951339,0.082951339,0.092943228,0.09286479,0.112847393,0.107791366,0.116788271,0.106807586,0.10777397,0.099653804,0.113706737,0.11867312,0.110639503,0.103605887,0.09757227,0.104538654,0.113505037,0.11547142,0.11846767,0.12246392,0.12546017,0.127637613,0.128635113,0.134632613,0.144260226,0.21,0.219,0.227,0.229,0.234,0.234,0.243,0.25,0.295,0.354,0.425,0.487,0.539,0.589,0.627,0.722865528,0.792982478,0.844872146,0.847872146,0.851872146,0.893361323,0.926422423
Malta,0.106,0.093,0.08,0.09,0.112,0.136,0.129,0.113,0.142,0.174,0.178,0.181,0.18,0.229,0.22,0.203,0.182,0.208,0.219,0.255,0.247,0.279,0.312,0.358,0.272,0.372,0.327,0.405,0.506,0.549,0.592,0.657331694,0.615553685,0.631796491,0.789062639,0.728636013,0.671470773,0.70372445,0.705837245,0.694632666,0.717138148,0.69473846,0.727393954,0.738941298,0.813122532,0.776858769,0.724414785,0.727604932,0.746649347,0.749763144,0.691203172,0.70462851,0.703622364,0.75384135,0.665349491,0.666592702,0.473606954,0.381956234,0.423853275,0.41800784,0.42406551
Marshall Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.021,0.023,0.023,0.024,0.024,0.024,0.025,0.024,0.027,0.028,0.03,0.029,0.032,0.031,0.033,0.034,0.035,0.036,0.037,0.038,0.037,0.038,0.039,0.039,0.039,0.04,0.04177544,0.044507061
Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022799356,0.022598157,0.025196577,0.025895051,0.023827438,0.024517528,0.024291179,0.024064829,0.02383848,0.02361213,0.029448761,0.028546473,0.028510325,0.025885615,0.025852753,0.025819891,0.02578703,0.025754168,0.025721306,0.025688444,0.029931512,0.029712445,0.025280037,0.025092265,0.024904493,0.024716721,0.024474401,0.024137909,0.015941845,0.015864805,0.015781067,0.015682977,0.015594181,0.015595227,0.015559301,0.015559301,0.015559301,0.015559301,0.015559301,0.015559301
Mauritania,0.009,0.01,0.013,0.017,0.024,0.032,0.044,0.049,0.054,0.064,0.075,0.117,0.109,0.122,0.128,0.132,0.139,0.141,0.152,0.159,0.165,0.172,0.172955556,0.241,0.256,0.238,0.179,0.102,0.885,0.869,0.765,0.233,0.237,0.247,0.253,0.261,0.277,0.29,0.294,0.292,0.299,0.304,0.32,0.341,0.352,0.378,0.392,0.388,0.447,0.484,0.535,0.535,0.576,0.636,0.558,0.682,0.788,0.754,1.02,1.073909504,1.116867876
Mauritius,0.061,0.049,0.051,0.069,0.057,0.084,0.083,0.075,0.136,0.174,0.156,0.136,0.108,0.188,0.185,0.189,0.161,0.169,0.175,0.172,0.18,0.161,0.148,0.137,0.163,0.171,0.193,0.218,0.254,0.233,0.287,0.399,0.415,0.466,0.484,0.443,0.499,0.532,0.545,0.592,0.662,0.734,0.781,0.787,0.835,0.843,0.899,0.99,1.006,1.028,1.012,1.068,1.069,1.082,1.11,1.148,1.149,1.186,1.238,1.337775836,1.279151316
Mexico,15.90801543,17.2085937,17.80565047,17.39730194,18.09284779,20.25112599,20.51525574,22.06456614,24.56482836,25.62424417,27.88651452,31.1000763,34.44054119,36.10236449,39.32089112,42.23431971,44.80495917,50.15660871,52.52080615,60.63516783,65.58971258,73.09429789,77.45555034,82.97218087,75.78234218,75.53647825,78.46922303,80.11886651,83.56833269,83.47417648,98.40481953,86.52902709,90.10184443,90.82427347,92.26725273,95.94109716,90.50125819,94.36848031,100.6126631,105.992601,106.5820011,108.0967151,112.0900442,112.4365959,119.4753106,119.7752994,126.635696,130.0669258,130.9461823,134.5468532,129.8862047,126.5781971,132.1410593,135.452942,133.7690147,131.3124416,131.5432835,132.2677005,125.8837403,123.1115799,119.6772988
Mongolia,0.367,0.353,0.38,0.538,0.437,0.558,0.534,0.533,0.58,0.676918898,0.731918898,0.776894567,0.827631073,0.894076995,0.947623725,1.020951891,1.10659578,1.198148246,1.353903476,1.573090317,1.713244482,1.870949075,1.805309998,1.831955637,1.902034508,1.753466674,2.455769976,2.618751991,2.860935815,3.136689482,2.8545204,2.699231987,3.308126865,3.000515284,2.528008734,2.163498908,2.155936135,2.18977238,2.098364629,2.098108079,2.056556769,2.043347298,2.147901297,2.25504661,2.185555677,2.339172216,2.339986238,2.56707869,3.296600437,3.279662664,3.568227693,3.771820415,5.847841157,9.560841157,11.88831579,8.07477893,6.343779671,6.911557397,9.321556749,17.60596518,17.88037619
Montenegro,0.129746033,0.141724645,0.148552602,0.152441569,0.169585679,0.192132782,0.197684208,0.195888159,0.197862329,0.211622147,0.219414925,0.286729678,0.309024443,0.289638981,0.345999316,0.347513342,0.362609065,0.374261122,0.363959813,0.406723606,0.442392262,0.435015099,0.473429781,0.434940882,0.468353343,0.493913653,0.503829034,0.526183173,0.513714729,0.530086983,0.528469054,0.522784038,0.369852637,0.404823653,0.353062226,0.342972856,0.362264258,0.423852139,0.455730605,0.479688751,0.3307473,0.415077345,0.455040453,0.482054988,0.515609538,0.557117273,0.477848345,0.563,0.561,0.711,0.459,0.661,0.657,0.604,0.587,0.575,0.611,0.55,0.574,0.579461402,0.67179076
Montserrat,NaN,NaN,NaN,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.007,0.007,0.007,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.01,0.009,0.008,0.008,0.007,0.007,0.01,0.01,0.01,0.01,0.01,0.011,0.013,0.013,0.018,0.011,0.012,0.014,0.013,0.016,0.008,0.008,0.008237855,0.008022234
Morocco,0.919448504,0.992359291,1.029303196,0.839228609,1.079164646,1.20497811,1.161132205,1.490051102,1.476051102,1.533905118,1.587718583,1.987450945,2.23535305,2.19325943,2.62715819,3.034800642,3.027642005,3.146271818,3.460597946,3.562627518,4.348031867,4.343661538,4.31955593,4.647339219,4.848165415,4.853447332,4.86727198,5.144162602,5.481031844,5.769443684,6.244422036,6.148373132,6.556200756,6.855349415,7.418254164,7.790076419,7.957692799,8.167686787,8.296479935,8.540571409,8.8387662,9.173005459,10.22160722,10.40048219,10.24332638,11.84465066,12.4369738,12.9472731,13.72513332,14.44213537,14.36905164,15.35742358,15.47805629,16.11019108,16.03020302,16.27800197,16.65609338,16.65707313,17.42107313,17.84045971,19.63125663
Mozambique,0.489764803,0.513756693,0.717764803,0.541804995,0.452813465,0.583797244,0.546756693,0.579748583,0.510724252,0.757683701,0.88366748,0.813562047,0.985537717,0.899480945,0.97132685,0.858489055,0.786691811,0.697439039,0.738657063,0.782164019,0.719041502,0.87294993,0.676592556,0.68884565,0.533427994,0.412353438,0.30975553,0.266686289,0.266579534,0.274615961,0.282350123,0.277061875,0.277048124,0.273285227,0.29346017,0.288550453,0.302540453,0.297591357,0.319451696,0.303600388,0.318564137,0.361018337,0.424091206,0.419914119,0.506735658,0.508882777,0.483279718,0.522598612,0.596939066,0.594940149,0.665916831,0.718857752,0.848076074,0.813529926,1.107253307,2.254182117,1.720953701,2.108616438,2.223616438,2.288067217,2.376038991
Myanmar,0.757959449,0.740951339,0.706959449,0.785943228,0.718862126,0.779854016,0.743854016,0.765845906,0.986854016,0.798805354,0.876797244,1.258813613,1.391781024,1.335781024,1.120789134,1.274813465,1.250797406,1.335368666,1.409840118,1.404496151,1.388106938,1.503488803,1.534655742,1.522793426,1.570351151,1.787267403,1.82192051,1.84398079,1.349180498,1.115353668,1.207778112,1.155785899,1.129002354,1.321395807,1.447004979,1.691096486,1.88491757,1.966042401,2.031787081,2.193523016,2.437237478,2.740858996,2.369062425,2.498307534,2.669257796,3.376429194,3.146555024,3.488111069,3.492102459,2.653514779,2.771697364,3.570912906,4.11240898,3.245598186,3.530621184,4.413075032,6.025209104,6.951086935,6.460086935,7.122162296,7.159272722
Namibia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.288,0.314,0.379,0.429,0.442,0.47,0.483,0.496,0.454,0.448,0.55,0.48,0.511,0.535,0.63,0.636,0.644,0.907,0.837,0.845,0.75458952,0.918093483,0.709922322,1.012205056,1.060506787,1.125428146,1.118503463,1.133816054,1.13755678
Nauru,NaN,NaN,NaN,NaN,NaN,0.008,0.009,0.009,0.013,0.013,0.018,0.018,0.024,0.021,0.023,0.027,0.028,0.028,0.031,0.031,0.031,0.034,0.034,0.034,0.034,0.034,0.034,0.044,0.043,0.043,0.043,0.034,0.034,0.033,0.031,0.03,0.029,0.028,0.028,0.027,0.025,0.023,0.022,0.021,0.018,0.018,0.017,0.012,0.012,0.012,0.011,0.012,0.011,0.012,0.013,0.014,0.015,0.012,0.013,0.013577018,0.014464795
Nepal,0.018,0.022,0.022,0.024,0.027,0.041,0.049,0.052,0.058,0.069,0.109,0.062,0.054,0.073,0.115,0.115959449,0.09599189,0.076921083,0.091811911,0.089787525,0.139836242,0.147733378,0.123686173,0.120731671,0.134393628,0.191436596,0.184502801,0.190233055,0.234901707,0.26636736,0.243876729,0.20926408,0.292700706,0.352119681,0.40115156,0.464002326,0.656776759,0.67012161,0.753150587,0.606786891,0.870570905,0.829153049,0.883400678,0.708265528,0.766928594,0.704952712,0.814817293,0.670338117,0.701620721,0.914662771,1.126846836,1.316700132,1.425081758,1.4928437,1.697268564,2.072160131,1.641400552,2.412968908,2.762968908,3.660052342,3.797358663
Netherlands,18.31823197,20.04301299,20.69289945,22.7297778,24.87570471,26.4128289,27.40272346,28.2635126,29.11630984,30.96221252,31.60536661,38.70177468,38.3914179,42.98455118,45.1036817,43.66408318,41.62813772,46.16017709,44.65222441,46.34092828,51.03907168,48.2073982,44.78982666,36.43211178,37.48839311,39.32123706,40.11467078,39.30528268,41.34293969,39.73879843,44.12239925,44.31908008,46.61473322,46.56938903,46.62051103,46.77984854,47.20692376,49.71296073,47.76736526,48.07228879,46.59589236,46.91251093,48.25286929,48.0657878,49.00791433,49.50375706,48.43313458,47.13060135,47.10348808,47.8934255,46.44316087,49.70467744,46.14239472,45.25846814,45.22867844,43.3318811,45.40574669,45.38266641,44.88121555,43.71455989,42.25616659
New Caledonia,0.161,0.235,0.242,0.154,0.169,0.3,0.336,0.412,0.402,0.502,0.425,0.653,0.66,0.465,0.708943228,0.758927008,0.689935118,0.651861896,0.583780563,0.420656263,0.447563311,0.54547036,0.379455232,0.344373899,0.314191505,0.328098553,0.39600309,0.382320406,0.396967236,0.409726746,0.447466434,0.430358448,0.479795898,0.429789678,0.498778884,0.537772217,0.563386406,0.596370922,0.49635833,0.494,0.561,0.606323342,0.512466893,0.653223523,0.744175008,0.686714069,0.766660546,0.738535247,0.799129419,0.777564749,0.800554569,0.970852078,0.966180543,0.992865735,1.050275914,1.329720952,1.292487152,1.449720952,1.458720952,2.240458588,2.306659992
New Zealand,2.816383622,3.14731874,3.208278189,3.05630252,3.334205197,3.573132205,3.735067073,3.821034882,3.719099764,3.677156765,3.891115984,3.870083543,4.107263206,4.418563002,4.967350544,5.12009272,4.986452335,5.253433072,5.544072901,4.919239534,4.501775828,4.770456842,4.51994207,4.986446532,4.912171741,5.277494286,5.965641957,6.262592557,6.595366931,6.945823244,6.946876694,6.944947559,7.126196515,7.670598967,7.559896672,7.609260215,7.642414122,7.995381475,8.539666455,8.155780641,8.589594294,8.810412732,9.404323681,9.453630292,9.921371189,9.808982298,10.25410457,10.22552648,9.978134358,10.25991184,9.487564069,9.54087987,9.347590389,9.825445808,9.61815963,9.67734838,9.781439381,9.352517543,9.867175755,9.57432887,9.972970374
Nicaragua,0.130959449,0.144967559,0.152959449,0.179951339,0.229943228,0.258935118,0.212927008,0.261910787,0.294894567,0.335886457,0.350878346,0.382862126,0.410870236,0.437870236,0.498789134,0.531740472,0.525805354,0.6064887,0.773228817,0.717101975,0.466500278,0.551949437,0.582656567,0.576064892,0.544947525,0.503830159,0.541712792,0.615595426,0.66347806,0.611360693,0.40074142,0.533620234,0.542546473,0.647830071,0.623199884,0.687193855,0.751869174,0.777118815,0.849782085,0.92572622,0.98210151,1.015573397,1.07042489,1.089200094,1.183205469,1.194940633,1.165320129,1.205738562,1.241930982,1.191390641,1.213113299,1.219702377,1.311494141,1.240495558,1.187618999,1.25490668,1.43290668,1.48690668,1.46690668,1.467574423,1.51436272
Niger,0.006,0.008,0.015,0.018,0.024,0.026,0.025,0.03698378,0.035975669,0.043975669,0.051975669,0.058967559,0.062967559,0.068967559,0.089918898,0.078975669,0.09098378,0.090903421,0.099847393,0.113749639,0.130735338,0.155615173,0.186625287,0.203569366,0.262511228,0.2704552,0.271396955,0.245345804,0.272287117,0.269384871,0.283340049,0.16447142,0.15546767,0.144285227,0.164284563,0.158275227,0.153274935,0.175265226,0.176260226,0.190259105,0.186246195,0.18905154,0.177848534,0.189632009,0.205613587,0.220589059,0.193361757,0.187302304,0.195659903,0.219174785,0.262636802,0.319095258,0.360907403,0.478672666,0.516124369,0.566328591,0.555443082,0.563443082,0.547443082,0.57146478,0.582771752
Nigeria,0.972862268,0.928813665,1.121602598,1.139464724,1.458416063,1.983269711,3.206912889,3.518896694,3.500132205,1.808367402,3.302375512,5.873351181,8.802269996,11.29574302,13.5186538,16.98567,12.9234915,15.06265837,13.78401869,13.16127909,19.15545503,18.56855449,17.96138181,17.84759101,16.2951003,18.94265327,19.0054477,19.97603017,16.10928788,19.21979969,11.49546586,10.60513202,11.44353701,12.62694572,12.23072826,9.534317787,9.120411469,10.04044207,11.19256439,10.30166698,10.80426919,21.51284418,23.66743704,25.73819409,27.29491782,26.93391079,28.86384654,26.69471679,25.72847735,25.86571342,20.4380084,30.65338786,35.36254558,31.74962361,33.32363688,34.88608562,30.98785033,31.87052862,35.55552862,37.13928655,38.21682941
Niue,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002088772,0.002225353
Norway,3.222751024,3.571726693,3.639596929,3.837442835,4.084410394,4.41329685,4.473231969,5.332988661,5.268623701,5.762469606,6.05725063,7.636120489,7.414355558,8.022749082,8.322128073,7.561604904,8.361300579,9.112140925,9.110833818,8.92831693,9.480884513,8.705719785,8.717918229,8.477796283,8.766344849,9.282456768,8.868619078,9.56036788,9.131419973,9.792268495,9.400009742,9.640099913,9.229382439,9.480007541,9.886517707,10.39546713,10.56427475,11.4165688,11.45468763,11.5229883,11.72871848,11.60440815,11.9722747,11.73189523,12.09216166,12.17865173,11.98776115,12.14104273,12.61770907,12.38474209,11.97871926,12.61780953,12.42176851,12.29211588,12.27685461,12.25889903,12.37731888,12.13775379,11.88933993,11.95896745,11.58318743
Occupied Palestinian Territory,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.235,0.241,0.25,0.255,0.264,0.258,0.283,0.236,0.399,0.373,0.453,0.368,0.315,0.349,0.599,0.748,0.618,0.634,0.56,0.57,0.555,0.613,0.6,0.665,0.774,0.82,0.882,0.892,0.878777921,0.901533733
Oman,NaN,NaN,NaN,NaN,NaN,0.003,0.007,0.008,0.037,0.044,0.064,0.064,0.571,0.57,0.576,0.637,1.979,2.271,2.32,2.126,2.106,1.649,1.641,1.564,2.054,2.198,2.352223285,2.681462914,2.56599238,2.87024451,2.725354002,3.062887292,3.164219672,3.245906373,3.609370285,4.108474993,4.29005265,4.061866989,4.161606289,4.448641499,5.6107928,5.877320154,5.487431493,6.887112899,8.741125841,7.530351598,8.042193281,10.65676236,12.00064939,11.49309314,11.05747807,12.75930282,14.53687643,16.01820179,16.68142041,16.48739754,16.81332551,16.38458709,17.87958709,19.38589407,19.56457597
Pakistan,2.707705592,3.25503192,3.370516251,3.703570428,4.25770095,4.377445666,4.59322884,4.67405715,4.960672503,5.688261345,5.516760685,5.596180847,5.305869383,5.159128976,5.460829478,5.837171969,6.32856126,6.219575633,6.637520291,7.109867875,7.678617472,8.71494291,9.343021885,10.15000577,10.92308638,11.61499075,12.77662281,13.38936172,14.46192802,15.72253745,16.46195852,18.51213183,18.41644965,19.65476244,21.06347475,22.93103636,22.82071032,25.52877876,25.59704255,26.40340056,27.12621466,28.77139035,29.2374978,30.8143136,32.06624385,35.46928893,36.77844885,39.22672586,42.53388807,42.40072186,42.36327752,42.07006237,42.21030158,41.99669651,41.06203977,42.10993892,46.44522804,55.44371389,63.43471389,67.52876135,67.91592197
Palau,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.057,0.059,0.058,0.058,0.059,0.06,0.062,0.069,0.056,0.054,0.057,0.059,0.059,0.06,0.061,0.061,0.061,0.063,0.065796318,0.070098621
Panama,0.270894567,0.271878346,0.300878346,0.324862126,0.322845906,0.338862126,0.416813465,0.451837436,0.462797244,0.55082125,0.559805354,0.600732362,0.709691811,0.763699921,0.883521496,0.823562047,0.998691811,0.984373245,0.943079556,0.773636332,0.868126598,0.848147935,0.906852881,0.894793914,0.949692222,0.782574037,0.713230321,0.746384971,0.867781919,0.7954872,0.685118225,0.718558839,0.847506951,1.122372924,1.033302599,1.140387709,0.997295696,1.213641953,1.263542932,1.610398557,1.534139587,1.563248581,1.898079823,1.585952127,1.662205469,1.55888123,1.839816368,2.010661311,1.964057368,1.996070151,2.29785878,2.476177835,2.716195236,2.665828634,3.102083156,2.962833585,2.96861155,2.85561155,3.26461155,3.301400922,3.412419
Papua New Guinea,0.044,0.049,0.055,0.054,0.07,0.073,0.083,0.093,0.119,0.137,0.152,0.189,0.225,0.346,0.367,0.433,0.418,0.429,0.431,0.457,0.49,0.499,0.527,0.531,0.548,0.558,0.58,0.563,0.637,0.6,0.555,0.588,0.592,0.598,0.598,0.595,0.562,0.597,0.703,0.781,0.667,0.727,0.875,0.951,1.076,1.224,1.196,1.175,1.669,1.308,1.389,1.272,1.426015183,1.358,1.455,1.651,1.736987486,1.822988069,1.787,1.852114113,1.934184696
Paraguay,0.08298378,0.08298378,0.09898378,0.10698378,0.11198378,0.117975669,0.149967559,0.139967559,0.13298378,0.160975669,0.141959449,0.202902677,0.172891737,0.194810444,0.236756217,0.259582786,0.22833075,0.281146426,0.314756134,0.396815689,0.361804796,0.405503908,0.377577043,0.371902262,0.38434929,0.406739581,0.422463296,0.45172304,0.512389343,0.585348376,0.607109778,0.582871179,0.574084334,0.704131823,0.795333242,0.929117358,1.0745494,1.014956605,1.12662964,1.19648226,1.194302129,0.984206332,1.008599072,1.052746725,1.100296943,1.108435317,1.03162964,1.066782751,1.103046397,1.167563865,1.2367631,1.370576692,1.418864902,1.411922984,1.411612172,1.489691594,1.65147762,1.952458511,2.18747762,2.211526214,2.2577191
Peru,1.969359291,2.228335259,2.356343071,2.718229528,2.790164945,3.344099764,3.261880444,3.613824341,3.722799685,3.953775354,4.171743215,4.848750766,5.074402283,4.954207638,5.385396614,5.822899088,5.987899449,6.116335551,6.359934026,6.118136775,6.064035028,6.567326402,6.555490149,6.438311585,5.562839903,5.627460705,5.305646385,5.93703977,7.004434212,6.819269214,5.931200853,5.831487271,5.65617197,5.71941513,6.509823955,6.473865713,6.721504913,6.600444159,7.436027726,7.525113968,7.954902132,8.209141814,7.349528292,7.350046782,7.124618194,8.612321136,10.02540092,7.713621395,9.422390375,11.09969558,13.97576184,15.59785576,13.36210546,14.78052543,11.71640601,13.38793486,13.29045051,14.29042645,14.32549514,14.79537624,14.88350851
Philippines,1.972197087,2.272124094,2.377872203,2.820937559,3.13095378,3.499678031,3.811312628,4.395223858,4.969672362,6.065169528,6.230747795,6.755299291,7.51956126,7.207796457,8.59752315,8.322139528,8.865296063,9.570478004,10.00986278,10.20203273,10.37964525,10.06237994,9.423639139,9.508331823,9.617651468,8.414651713,7.61439226,7.921598493,8.868933074,10.23054175,10.61859674,11.28533932,11.86440677,13.18061786,13.35403668,14.77165524,16.36156224,16.71770786,19.12189134,18.62799107,18.60716874,19.74519933,19.18792166,19.14713784,19.16339652,19.86102062,19.99762386,18.15554405,19.31333927,21.09715218,20.87678596,22.63953324,22.85580304,24.12850655,26.14425575,27.61521508,30.60657405,33.36157449,36.71357449,37.9160457,39.37303072
Bolivia,0.258967559,0.273959449,0.283951339,0.299943228,0.330935314,0.403927188,0.411935118,0.460927008,0.515935118,0.593918761,0.694910916,0.677870236,0.834862291,0.973837795,0.942813465,0.958772913,1.106708295,1.248588594,1.221303803,1.370126641,1.290959903,1.271553868,1.304868405,1.183915706,1.167613895,1.099711008,1.121658837,1.027205303,1.094923987,1.169972047,1.356016989,1.562983331,1.630463111,1.807310743,2.126589959,2.345102112,2.674391058,2.667718059,2.970268221,2.981394222,2.83188984,3.003464422,2.336409295,2.818809976,3.005231287,3.007185108,3.294340748,4.072287011,3.323376055,3.559122321,3.683860386,3.995825791,4.377213836,4.945225978,5.028897521,5.354303153,5.300482956,5.64772595,5.952664072,6.098663618,6.16125847
Poland,51.7631363,54.46972512,56.55988165,59.1176789,63.04553305,66.28834056,67.40744047,68.89492142,70.6947211,75.27320188,80.06695079,83.00856929,85.39323498,89.93077972,91.59114605,94.49688332,102.2871414,108.6568596,114.0706776,117.5955401,120.4444943,126.4544427,111.6258069,114.8936764,114.9082338,118.0314853,121.3176475,123.3211436,126.5645848,121.2418037,115.2224612,102.7692462,102.0178277,99.52998626,99.71907633,98.36703273,99.00689597,103.004322,100.2689201,92.55810221,89.83824561,86.60972548,85.60252784,83.62536378,87.1741406,88.46785203,88.19903572,91.98622039,91.80362932,90.10507605,86.41039865,91.32281222,91.1441143,89.06883502,87.94362455,84.58540277,85.45282406,88.43104123,92.06889241,92.16859766,88.05308206
Portugal,2.177864567,2.241678031,2.47762937,2.535450945,2.732418504,3.004208234,3.161150866,3.230102205,3.381988661,3.54594811,3.982752901,4.158428437,4.469350328,4.996541263,5.443531173,5.634543256,5.806569654,6.093297195,6.169503918,6.163999984,6.783774347,7.307223312,7.369176338,7.91487057,8.160986767,7.858634105,7.404449779,8.248196943,8.514910667,8.888608919,11.14152633,12.30430454,12.81666411,13.88896527,13.48032085,13.71355023,14.86101684,14.11114088,14.9010884,16.1404024,18.22139548,17.88389418,17.78092382,18.98364702,17.58169071,18.35571108,18.96396897,17.67676169,16.99793203,16.36819392,15.61142349,14.46216628,14.13554963,13.63608722,13.14461869,13.08636328,14.2723964,13.77062502,14.93449127,14.05089552,13.26360114
Qatar,0.05,0.048,0.044,0.052,1.674,1.711,1.716,1.712,1.824,1.931,1.955943228,2.063716142,2.495716142,2.940886457,3.399886457,2.859862126,2.987821575,2.831576441,2.706339716,2.870907427,3.914421813,3.570330603,3.504553377,3.366514463,3.068384435,3.356449937,3.378222741,3.620901287,3.130602153,3.247178177,3.900755923,3.205146636,4.815849095,7.368055053,8.456598537,8.380014721,8.656425924,8.789235931,10.20565693,8.807599166,8.534683506,9.433994732,11.24850672,11.10860692,11.27165856,11.65674945,13.83462857,17.24786229,17.16687549,17.53741706,18.72185902,19.62879681,21.73787478,25.19200195,22.57038704,28.92456206,28.86356322,27.88554007,28.81254085,29.8156877,29.84298844
Cameroon,0.07599189,0.074,0.077,0.079,0.082,0.092,0.085,0.094,0.125,0.138,0.156,0.173967559,0.220845906,0.234813465,0.244789991,0.265764803,0.316740472,0.297208053,0.425504456,0.543997112,0.495453531,1.060574485,1.45172596,1.723768475,1.788886377,1.652,1.766,0.544,0.503,0.587871424,2.068147687,0.171023576,0.015401528,0.743989763,0.785895724,0.775231518,0.874316744,0.980468569,0.861464748,0.856194455,0.818256548,0.913168076,0.907475846,0.907218708,1.009413414,1.050781183,0.980149876,1.024139161,1.556205739,1.480963632,1.799925933,1.818238786,1.779800394,1.680737125,1.383518935,1.869632208,2.113509798,2.254263375,2.055264415,2.065173674,2.072257037
